name,popularity,date_added,release_year,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_emotion
Maahi Ve,67,2021-01-14 01:46:45+00:00,2014,['A.R. Rahman'],0.604,0.72,5.0,-7.276,1.0,0.0603,0.571,1.18e-05,0.12,0.528,130.995,audio_features,1sbW5E7w8tnqpYk0Frx8QG,spotify:track:1sbW5E7w8tnqpYk0Frx8QG,https://api.spotify.com/v1/tracks/1sbW5E7w8tnqpYk0Frx8QG,https://api.spotify.com/v1/audio-analysis/1sbW5E7w8tnqpYk0Frx8QG,240784.0,4.0,soft
Waalian,0,2021-01-25 14:46:21+00:00,2020,['Harnoor'],0.705,0.412,1.0,-9.203,1.0,0.175,0.416,0.0,0.105,0.307,84.904,audio_features,4Nc4ojIRbHohLiX9NmKkVh,spotify:track:4Nc4ojIRbHohLiX9NmKkVh,https://api.spotify.com/v1/tracks/4Nc4ojIRbHohLiX9NmKkVh,https://api.spotify.com/v1/audio-analysis/4Nc4ojIRbHohLiX9NmKkVh,222313.0,4.0,soft
Dil'on ke Mausam - Acoustic,0,2021-03-22 01:25:42+00:00,2021,"['Dhi Harmony', 'SUNNY KARMAKAR']",0.531,0.355,2.0,-9.407,1.0,0.0455,0.881,0.0,0.0679,0.443,115.31,audio_features,4t3XZrLwTsW2yE2v8Aw2xk,spotify:track:4t3XZrLwTsW2yE2v8Aw2xk,https://api.spotify.com/v1/tracks/4t3XZrLwTsW2yE2v8Aw2xk,https://api.spotify.com/v1/audio-analysis/4t3XZrLwTsW2yE2v8Aw2xk,232082.0,4.0,soft
Kasoor,65,2021-10-28 17:46:21+00:00,2020,['Prateek Kuhad'],0.558,0.497,8.0,-7.175,1.0,0.0256,0.0285,5.36e-06,0.0799,0.444,107.047,audio_features,08kTa3SL9sV6Iy8KLKtGql,spotify:track:08kTa3SL9sV6Iy8KLKtGql,https://api.spotify.com/v1/tracks/08kTa3SL9sV6Iy8KLKtGql,https://api.spotify.com/v1/audio-analysis/08kTa3SL9sV6Iy8KLKtGql,197549.0,4.0,soft
Azaad,1,2021-11-05 03:03:39+00:00,2021,['MxRZI'],0.666,0.432,0.0,-13.871,1.0,0.0344,0.414,6.43e-06,0.104,0.434,120.005,audio_features,7kiMSoCA1MxCgb9Og5QDHr,spotify:track:7kiMSoCA1MxCgb9Og5QDHr,https://api.spotify.com/v1/tracks/7kiMSoCA1MxCgb9Og5QDHr,https://api.spotify.com/v1/audio-analysis/7kiMSoCA1MxCgb9Og5QDHr,174000.0,4.0,soft
Saiyaara,68,2022-02-26 04:20:55+00:00,2012,"['Sohail Sen', 'Mohit Chauhan', 'Tarannum Malik Jain', 'Kausar Munir']",0.659,0.665,8.0,-8.181,0.0,0.0266,0.456,0.000486,0.0898,0.692,93.012,audio_features,1ocYa8PoVd5e2vPn0xHJcA,spotify:track:1ocYa8PoVd5e2vPn0xHJcA,https://api.spotify.com/v1/tracks/1ocYa8PoVd5e2vPn0xHJcA,https://api.spotify.com/v1/audio-analysis/1ocYa8PoVd5e2vPn0xHJcA,252160.0,4.0,soft
"Bol Do Na Zara (From ""Azhar"")",58,2022-09-20 01:15:19+00:00,2016,['Armaan Malik'],0.545,0.472,11.0,-8.259,0.0,0.0311,0.294,0.0,0.0871,0.195,129.988,audio_features,3XQ15TDH5wMJMJr0X6u2Yc,spotify:track:3XQ15TDH5wMJMJr0X6u2Yc,https://api.spotify.com/v1/tracks/3XQ15TDH5wMJMJr0X6u2Yc,https://api.spotify.com/v1/audio-analysis/3XQ15TDH5wMJMJr0X6u2Yc,292827.0,3.0,soft
"Duniyaa (From ""Luka Chuppi"")",72,2022-09-22 02:40:12+00:00,2019,"['Akhil', 'Dhvani Bhanushali', 'Kunaal Vermaa']",0.435,0.658,7.0,-5.949,0.0,0.0368,0.699,0.0,0.125,0.524,77.17,audio_features,2tjWCe2W7sgvS3C8NHcdtI,spotify:track:2tjWCe2W7sgvS3C8NHcdtI,https://api.spotify.com/v1/tracks/2tjWCe2W7sgvS3C8NHcdtI,https://api.spotify.com/v1/audio-analysis/2tjWCe2W7sgvS3C8NHcdtI,222501.0,4.0,soft
Tum Ho,68,2022-10-19 20:35:07+00:00,2011,"['Mohit Chauhan', ""Suzanne D'Mello""]",0.356,0.47,5.0,-8.929,1.0,0.0278,0.518,1e-05,0.0807,0.167,93.895,audio_features,7uNnlVit5qDvfOje0pqICF,spotify:track:7uNnlVit5qDvfOje0pqICF,https://api.spotify.com/v1/tracks/7uNnlVit5qDvfOje0pqICF,https://api.spotify.com/v1/audio-analysis/7uNnlVit5qDvfOje0pqICF,316500.0,4.0,soft
Kya Mujhe Pyar Hai,66,2022-10-19 20:35:37+00:00,2006,['KK'],0.644,0.818,6.0,-5.924,0.0,0.0549,0.431,2.62e-05,0.0806,0.789,118.477,audio_features,3HFjh7QljnUCBLsoTwMuTj,spotify:track:3HFjh7QljnUCBLsoTwMuTj,https://api.spotify.com/v1/tracks/3HFjh7QljnUCBLsoTwMuTj,https://api.spotify.com/v1/audio-analysis/3HFjh7QljnUCBLsoTwMuTj,266653.0,4.0,soft
Tune Kaha,50,2023-10-23 20:36:51+00:00,2016,['Prateek Kuhad'],0.362,0.763,3.0,-8.514,1.0,0.0589,0.015,0.00481,0.237,0.431,187.291,audio_features,1gWtHDe403RuyZqhvSRcv8,spotify:track:1gWtHDe403RuyZqhvSRcv8,https://api.spotify.com/v1/tracks/1gWtHDe403RuyZqhvSRcv8,https://api.spotify.com/v1/audio-analysis/1gWtHDe403RuyZqhvSRcv8,216886.0,4.0,soft
Jia,40,2023-12-02 18:36:15+00:00,2017,['Omar Mukhtar'],0.576,0.336,2.0,-10.659,1.0,0.0254,0.847,0.0,0.127,0.357,98.007,audio_features,1OldtKIXBu5lzLtW37UkqR,spotify:track:1OldtKIXBu5lzLtW37UkqR,https://api.spotify.com/v1/tracks/1OldtKIXBu5lzLtW37UkqR,https://api.spotify.com/v1/audio-analysis/1OldtKIXBu5lzLtW37UkqR,244717.0,4.0,soft
Baarishein,74,2023-12-02 18:38:42+00:00,2018,['Anuv Jain'],0.476,0.124,2.0,-9.463,1.0,0.0443,0.927,0.0,0.0972,0.19,94.299,audio_features,3WLJ7D5kh44K5eJ1NqZQ6W,spotify:track:3WLJ7D5kh44K5eJ1NqZQ6W,https://api.spotify.com/v1/tracks/3WLJ7D5kh44K5eJ1NqZQ6W,https://api.spotify.com/v1/audio-analysis/3WLJ7D5kh44K5eJ1NqZQ6W,207312.0,4.0,soft
Chidiya,67,2023-12-02 18:38:57+00:00,2023,['Vilen'],0.483,0.494,6.0,-8.56,1.0,0.0326,0.715,0.0,0.109,0.414,179.976,audio_features,0aoN9BQostK81IFddJn8Ej,spotify:track:0aoN9BQostK81IFddJn8Ej,https://api.spotify.com/v1/tracks/0aoN9BQostK81IFddJn8Ej,https://api.spotify.com/v1/audio-analysis/0aoN9BQostK81IFddJn8Ej,253333.0,4.0,soft
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")",62,2023-12-03 20:50:06+00:00,2023,"['Sachin-Jigar', 'Varun Jain', 'Shadab Faridi', 'Altamash Faridi', 'Amitabh Bhattacharya']",0.762,0.717,7.0,-8.316,0.0,0.0372,0.315,1.87e-05,0.0914,0.958,109.996,audio_features,75DRLUnnltzSyuTJ7onxmW,spotify:track:75DRLUnnltzSyuTJ7onxmW,https://api.spotify.com/v1/tracks/75DRLUnnltzSyuTJ7onxmW,https://api.spotify.com/v1/audio-analysis/75DRLUnnltzSyuTJ7onxmW,189136.0,4.0,soft
Kadam,49,2023-12-07 20:48:42+00:00,2018,['Prateek Kuhad'],0.55,0.356,9.0,-14.142,1.0,0.0405,0.637,0.187,0.32,0.343,159.911,audio_features,6q7bXTv3yBedHblKRoC5uu,spotify:track:6q7bXTv3yBedHblKRoC5uu,https://api.spotify.com/v1/tracks/6q7bXTv3yBedHblKRoC5uu,https://api.spotify.com/v1/audio-analysis/6q7bXTv3yBedHblKRoC5uu,214604.0,3.0,soft
Aankhon Se Batana,70,2023-12-10 06:24:19+00:00,2022,['Dikshant'],0.544,0.307,10.0,-11.361,1.0,0.0334,0.791,0.0,0.11,0.335,177.808,audio_features,1ZiReD9pPTttQWwSoYqdyH,spotify:track:1ZiReD9pPTttQWwSoYqdyH,https://api.spotify.com/v1/tracks/1ZiReD9pPTttQWwSoYqdyH,https://api.spotify.com/v1/audio-analysis/1ZiReD9pPTttQWwSoYqdyH,221271.0,4.0,soft
Gul,71,2023-12-10 06:28:35+00:00,2021,['Anuv Jain'],0.6,0.294,6.0,-12.301,1.0,0.0292,0.871,8.66e-05,0.102,0.342,86.97,audio_features,6ivemTXTn27PwVjtd0oqDs,spotify:track:6ivemTXTn27PwVjtd0oqDs,https://api.spotify.com/v1/tracks/6ivemTXTn27PwVjtd0oqDs,https://api.spotify.com/v1/audio-analysis/6ivemTXTn27PwVjtd0oqDs,217250.0,4.0,soft
kya karoon?,53,2024-01-11 02:44:58+00:00,2021,['Zaeden'],0.723,0.56,5.0,-8.324,0.0,0.035,0.645,7.42e-06,0.228,0.619,145.022,audio_features,6nXwthh92R2HlnyBWtHgHP,spotify:track:6nXwthh92R2HlnyBWtHgHP,https://api.spotify.com/v1/tracks/6nXwthh92R2HlnyBWtHgHP,https://api.spotify.com/v1/audio-analysis/6nXwthh92R2HlnyBWtHgHP,200276.0,4.0,soft
Tum Se Hi,75,2021-03-17 05:48:14+00:00,2007,"['Pritam', 'Mohit Chauhan']",0.609,0.538,6.0,-7.842,1.0,0.0273,0.328,0.0,0.125,0.608,130.015,audio_features,7eQl3Yqv35ioqUfveKHitE,spotify:track:7eQl3Yqv35ioqUfveKHitE,https://api.spotify.com/v1/tracks/7eQl3Yqv35ioqUfveKHitE,https://api.spotify.com/v1/audio-analysis/7eQl3Yqv35ioqUfveKHitE,321225.0,4.0,chill
Apna Bana Le,76,2023-11-10 14:42:16+00:00,2022,"['Sachin-Jigar', 'Arijit Singh', 'Amitabh Bhattacharya']",0.586,0.562,9.0,-7.399,1.0,0.0267,0.803,5.52e-06,0.063,0.436,93.982,audio_features,5bQ6oDLqvw8tywmnSmwEyL,spotify:track:5bQ6oDLqvw8tywmnSmwEyL,https://api.spotify.com/v1/tracks/5bQ6oDLqvw8tywmnSmwEyL,https://api.spotify.com/v1/audio-analysis/5bQ6oDLqvw8tywmnSmwEyL,261702.0,4.0,chill
"Satranga (From ""ANIMAL"")",84,2024-01-23 02:54:24+00:00,2023,"['Arijit Singh', 'Shreyas Puranik', 'Siddharth - Garima']",0.273,0.405,0.0,-5.81,1.0,0.0298,0.735,0.0,0.189,0.534,89.48,audio_features,3yHyiUDJdz02FZ6jfUbsmY,spotify:track:3yHyiUDJdz02FZ6jfUbsmY,https://api.spotify.com/v1/tracks/3yHyiUDJdz02FZ6jfUbsmY,https://api.spotify.com/v1/audio-analysis/3yHyiUDJdz02FZ6jfUbsmY,271169.0,3.0,chill
Pehle Bhi Main,85,2024-01-28 00:12:36+00:00,2023,"['Vishal Mishra', 'Raj Shekhar']",0.413,0.406,10.0,-10.23,0.0,0.0353,0.768,2.22e-06,0.107,0.281,76.944,audio_features,7yDHHVKLbvDmVw1XXhDDIO,spotify:track:7yDHHVKLbvDmVw1XXhDDIO,https://api.spotify.com/v1/tracks/7yDHHVKLbvDmVw1XXhDDIO,https://api.spotify.com/v1/audio-analysis/7yDHHVKLbvDmVw1XXhDDIO,250158.0,4.0,chill
Tu Hi Hai,26,2024-03-19 10:43:15+00:00,2021,"['Atteev', 'Tansen.']",0.496,0.232,2.0,-12.643,1.0,0.0323,0.312,0.0,0.0588,0.426,84.966,audio_features,1wnFG9lguKzhKB2ZDk4Hso,spotify:track:1wnFG9lguKzhKB2ZDk4Hso,https://api.spotify.com/v1/tracks/1wnFG9lguKzhKB2ZDk4Hso,https://api.spotify.com/v1/audio-analysis/1wnFG9lguKzhKB2ZDk4Hso,212250.0,4.0,chill
"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",81,2024-02-20 13:36:40+00:00,2024,['Mitraz'],0.763,0.587,8.0,-8.299,0.0,0.0381,0.358,6.03e-06,0.13,0.794,106.977,audio_features,0M0ANKNzmM4Odd7FNKghzW,spotify:track:0M0ANKNzmM4Odd7FNKghzW,https://api.spotify.com/v1/tracks/0M0ANKNzmM4Odd7FNKghzW,https://api.spotify.com/v1/audio-analysis/0M0ANKNzmM4Odd7FNKghzW,171147.0,4.0,chill
fitoor,30,2024-03-03 09:06:49+00:00,2023,"['Unluv', 'jeevana.']",0.622,0.339,11.0,-13.01,0.0,0.0348,0.837,0.000479,0.0692,0.347,98.007,audio_features,2BuqN8mTt0X1MIzyB9vAm1,spotify:track:2BuqN8mTt0X1MIzyB9vAm1,https://api.spotify.com/v1/tracks/2BuqN8mTt0X1MIzyB9vAm1,https://api.spotify.com/v1/audio-analysis/2BuqN8mTt0X1MIzyB9vAm1,177857.0,4.0,chill
Rait Ki Tarah,29,2024-03-24 13:01:40+00:00,2024,['Ashwani Gupta'],0.525,0.373,1.0,-12.467,1.0,0.0322,0.536,0.00123,0.366,0.148,99.825,audio_features,0gV32wHFNeHT3SH7ZA3rT2,spotify:track:0gV32wHFNeHT3SH7ZA3rT2,https://api.spotify.com/v1/tracks/0gV32wHFNeHT3SH7ZA3rT2,https://api.spotify.com/v1/audio-analysis/0gV32wHFNeHT3SH7ZA3rT2,218700.0,4.0,chill
Ishq Jaisa Kuch,56,2024-02-14 20:21:30+00:00,2024,"['Vishal Dadlani', 'Shilpa Rao', 'Vishal-Shekhar', 'Kumaar', 'Mellow D']",0.736,0.697,1.0,-7.672,0.0,0.0416,0.115,1.47e-05,0.149,0.386,104.974,audio_features,1cIQzduGYs9ouUqkHKw8ug,spotify:track:1cIQzduGYs9ouUqkHKw8ug,https://api.spotify.com/v1/tracks/1cIQzduGYs9ouUqkHKw8ug,https://api.spotify.com/v1/audio-analysis/1cIQzduGYs9ouUqkHKw8ug,169687.0,4.0,chill
O Maahi,75,2024-02-14 20:37:38+00:00,2023,"['Pritam', 'Arijit Singh', 'Irshad Kamil']",0.616,0.669,1.0,-6.836,1.0,0.0349,0.562,0.0,0.177,0.475,116.973,audio_features,6bmmHeCvZI92pRiTHxEdTC,spotify:track:6bmmHeCvZI92pRiTHxEdTC,https://api.spotify.com/v1/tracks/6bmmHeCvZI92pRiTHxEdTC,https://api.spotify.com/v1/audio-analysis/6bmmHeCvZI92pRiTHxEdTC,233453.0,4.0,chill
"Agar Tum Saath Ho (From ""Tamasha"")",70,2021-03-18 06:51:05+00:00,2017,"['Alka Yagnik', 'Arijit Singh']",0.562,0.519,3.0,-8.744,1.0,0.0326,0.557,0.000268,0.172,0.415,122.925,audio_features,2FCXQHugkoHE1K3tiDu8pu,spotify:track:2FCXQHugkoHE1K3tiDu8pu,https://api.spotify.com/v1/tracks/2FCXQHugkoHE1K3tiDu8pu,https://api.spotify.com/v1/audio-analysis/2FCXQHugkoHE1K3tiDu8pu,341055.0,4.0,chill
Husn,84,2023-12-25 05:55:03+00:00,2023,['Anuv Jain'],0.527,0.376,5.0,-9.974,1.0,0.0298,0.682,0.0,0.142,0.24,151.928,audio_features,0TL0LFcwIBF5eX7arDIKxY,spotify:track:0TL0LFcwIBF5eX7arDIKxY,https://api.spotify.com/v1/tracks/0TL0LFcwIBF5eX7arDIKxY,https://api.spotify.com/v1/audio-analysis/0TL0LFcwIBF5eX7arDIKxY,217895.0,4.0,chill
"Chaleya (From ""Jawan"")",78,2023-08-30 07:03:32+00:00,2023,"['Anirudh Ravichander', 'Arijit Singh', 'Shilpa Rao', 'Kumaar']",0.575,0.845,0.0,-5.28,1.0,0.0852,0.393,0.0107,0.131,0.439,95.047,audio_features,4nc6XiUze2Yh7wFueGOPv7,spotify:track:4nc6XiUze2Yh7wFueGOPv7,https://api.spotify.com/v1/tracks/4nc6XiUze2Yh7wFueGOPv7,https://api.spotify.com/v1/audio-analysis/4nc6XiUze2Yh7wFueGOPv7,200374.0,4.0,chill
Hua Main,66,2024-01-23 02:38:37+00:00,2023,"['Raghav Chaitanya', 'Manoj Muntashir', 'Pritam']",0.371,0.664,5.0,-5.027,1.0,0.0318,0.566,2.54e-05,0.159,0.672,187.629,audio_features,133L8gUatgtOGZUn5PH20C,spotify:track:133L8gUatgtOGZUn5PH20C,https://api.spotify.com/v1/tracks/133L8gUatgtOGZUn5PH20C,https://api.spotify.com/v1/audio-analysis/133L8gUatgtOGZUn5PH20C,277021.0,3.0,chill
"Raabta (Title Track) [From ""Raabta""]",55,2021-03-19 07:43:54+00:00,2017,"['Pritam', 'Arijit Singh', 'Nikhita Gandhi']",0.636,0.701,5.0,-6.825,1.0,0.0363,0.414,0.0,0.106,0.352,113.886,audio_features,4e9dIemIXO8Tzg0k4aWujk,spotify:track:4e9dIemIXO8Tzg0k4aWujk,https://api.spotify.com/v1/tracks/4e9dIemIXO8Tzg0k4aWujk,https://api.spotify.com/v1/audio-analysis/4e9dIemIXO8Tzg0k4aWujk,297158.0,4.0,chill
Pehli Nazar Mein,66,2023-03-12 12:53:40+00:00,2008,"['Atif Aslam', 'Pritam']",0.488,0.57,9.0,-5.602,1.0,0.0775,0.251,0.0,0.107,0.668,169.702,audio_features,17opN752ZQpNuoptelsNQ1,spotify:track:17opN752ZQpNuoptelsNQ1,https://api.spotify.com/v1/tracks/17opN752ZQpNuoptelsNQ1,https://api.spotify.com/v1/audio-analysis/17opN752ZQpNuoptelsNQ1,312893.0,4.0,chill
Soniyo,61,2021-11-05 16:02:34+00:00,2008,"['Raju Singh', 'Sonu Nigam', 'Shreya Ghoshal']",0.637,0.591,9.0,-6.117,1.0,0.0342,0.504,3.29e-06,0.135,0.48,119.956,audio_features,4J5OpeZUR2msDPfMsIeGSU,spotify:track:4J5OpeZUR2msDPfMsIeGSU,https://api.spotify.com/v1/tracks/4J5OpeZUR2msDPfMsIeGSU,https://api.spotify.com/v1/audio-analysis/4J5OpeZUR2msDPfMsIeGSU,328440.0,4.0,chill
"Pehla Pyaar (From ""Kabir Singh"")",44,2021-03-17 05:44:24+00:00,2020,['Armaan Malik'],0.607,0.713,4.0,-5.105,1.0,0.03,0.56,4.98e-05,0.101,0.611,124.868,audio_features,6v54G4hhoyTPreZ3nvSYmR,spotify:track:6v54G4hhoyTPreZ3nvSYmR,https://api.spotify.com/v1/tracks/6v54G4hhoyTPreZ3nvSYmR,https://api.spotify.com/v1/audio-analysis/6v54G4hhoyTPreZ3nvSYmR,272533.0,4.0,chill
Mere Bina,67,2021-12-06 01:04:07+00:00,2010,"['Pritam', ""Nikhil D'Souza""]",0.511,0.767,2.0,-5.699,1.0,0.0524,0.651,0.0,0.153,0.463,79.923,audio_features,4rSmmC6OYmjVOYxr8ruVWN,spotify:track:4rSmmC6OYmjVOYxr8ruVWN,https://api.spotify.com/v1/tracks/4rSmmC6OYmjVOYxr8ruVWN,https://api.spotify.com/v1/audio-analysis/4rSmmC6OYmjVOYxr8ruVWN,289560.0,4.0,chill
"Iktara (From ""Wake Up Sid"")",70,2023-02-27 04:55:38+00:00,2012,"['Amit Trivedi', 'Kavita Seth', 'Amitabh Bhattacharya']",0.616,0.525,7.0,-7.065,1.0,0.0258,0.401,0.000484,0.309,0.427,79.976,audio_features,0bmp0lE3ArELHqda9PBMVG,spotify:track:0bmp0lE3ArELHqda9PBMVG,https://api.spotify.com/v1/tracks/0bmp0lE3ArELHqda9PBMVG,https://api.spotify.com/v1/audio-analysis/0bmp0lE3ArELHqda9PBMVG,253773.0,4.0,chill
"Kaise Hua (From ""Kabir Singh"")",73,2021-03-18 04:30:48+00:00,2019,['Vishal Mishra'],0.385,0.464,2.0,-6.975,1.0,0.0404,0.452,0.0,0.109,0.15,137.839,audio_features,1y1rQTkWmrZdJmjwuK07GC,spotify:track:1y1rQTkWmrZdJmjwuK07GC,https://api.spotify.com/v1/tracks/1y1rQTkWmrZdJmjwuK07GC,https://api.spotify.com/v1/audio-analysis/1y1rQTkWmrZdJmjwuK07GC,234722.0,4.0,chill
Saibo,73,2021-12-13 09:11:40+00:00,2011,"['Sachin-Jigar', 'Shreya Ghoshal', 'Tochi Raina']",0.619,0.429,2.0,-7.867,1.0,0.028,0.738,1.35e-05,0.136,0.545,90.058,audio_features,6udC4b4jOSnHb9ItnXgKLR,spotify:track:6udC4b4jOSnHb9ItnXgKLR,https://api.spotify.com/v1/tracks/6udC4b4jOSnHb9ItnXgKLR,https://api.spotify.com/v1/audio-analysis/6udC4b4jOSnHb9ItnXgKLR,195253.0,4.0,chill
"Hone Do Jo Hota Hai - From ""Kho Gaye Hum Kahan""",55,2024-01-30 16:01:50+00:00,2023,"['OAFF', 'Savera', 'Javed Akhtar', 'Lothika']",0.679,0.591,11.0,-6.087,1.0,0.0391,0.125,3.36e-06,0.0815,0.495,120.004,audio_features,4y2W4KoDqQmIr0H2rKpA71,spotify:track:4y2W4KoDqQmIr0H2rKpA71,https://api.spotify.com/v1/tracks/4y2W4KoDqQmIr0H2rKpA71,https://api.spotify.com/v1/audio-analysis/4y2W4KoDqQmIr0H2rKpA71,183900.0,4.0,chill
Malang Sajna,77,2023-04-10 09:14:31+00:00,2022,"['Sachet Tandon', 'Parampara Tandon', 'Kumaar', 'Sachet-Parampara']",0.739,0.716,10.0,-4.964,1.0,0.037,0.232,0.0,0.33,0.871,113.943,audio_features,73K33p4Vyz9koXGqmL5eFs,spotify:track:73K33p4Vyz9koXGqmL5eFs,https://api.spotify.com/v1/tracks/73K33p4Vyz9koXGqmL5eFs,https://api.spotify.com/v1/audio-analysis/73K33p4Vyz9koXGqmL5eFs,160194.0,4.0,chill
"Gazab Ka Hai Din (From ""Dil Juunglee"")",61,2023-03-05 19:29:17+00:00,2020,"['Jubin Nautiyal', 'Prakriti Kakar']",0.325,0.421,2.0,-8.636,1.0,0.0566,0.661,4.83e-06,0.0825,0.203,170.376,audio_features,4byiHL0b9mIoCUCjbjI4eA,spotify:track:4byiHL0b9mIoCUCjbjI4eA,https://api.spotify.com/v1/tracks/4byiHL0b9mIoCUCjbjI4eA,https://api.spotify.com/v1/audio-analysis/4byiHL0b9mIoCUCjbjI4eA,236325.0,4.0,chill
Choo Lo,35,2023-05-18 18:51:01+00:00,2015,['The Local Train'],0.512,0.695,4.0,-6.349,1.0,0.0271,0.0265,0.00815,0.146,0.351,145.957,audio_features,2qgXrzJsry4KgYoJCpuaul,spotify:track:2qgXrzJsry4KgYoJCpuaul,https://api.spotify.com/v1/tracks/2qgXrzJsry4KgYoJCpuaul,https://api.spotify.com/v1/audio-analysis/2qgXrzJsry4KgYoJCpuaul,233630.0,4.0,chill
Mahiye Jinna Sohna,74,2023-08-27 23:33:54+00:00,2023,['Darshan Raval'],0.567,0.54,1.0,-5.754,1.0,0.0406,0.736,3.17e-05,0.164,0.331,92.027,audio_features,0Jiaz0O4AqnJICa9PxHhaR,spotify:track:0Jiaz0O4AqnJICa9PxHhaR,https://api.spotify.com/v1/tracks/0Jiaz0O4AqnJICa9PxHhaR,https://api.spotify.com/v1/audio-analysis/0Jiaz0O4AqnJICa9PxHhaR,181250.0,4.0,chill
Le Chal,13,2024-03-19 17:55:34+00:00,2024,['Vedant Survase'],0.635,0.472,2.0,-11.529,1.0,0.0539,0.139,0.695,0.119,0.232,170.001,audio_features,0jMTMUP3COytXjwA57fmrN,spotify:track:0jMTMUP3COytXjwA57fmrN,https://api.spotify.com/v1/tracks/0jMTMUP3COytXjwA57fmrN,https://api.spotify.com/v1/audio-analysis/0jMTMUP3COytXjwA57fmrN,217420.0,4.0,chill
"Be Intehaan (From ""Race 2"")",0,2022-02-02 05:38:38+00:00,2013,"['Atif Aslam', 'Sunidhi Chauhan']",0.559,0.696,7.0,-5.583,1.0,0.0472,0.536,0.0,0.325,0.391,128.855,audio_features,1FxSKhEkkiyJOQHe9Ov2Q3,spotify:track:1FxSKhEkkiyJOQHe9Ov2Q3,https://api.spotify.com/v1/tracks/1FxSKhEkkiyJOQHe9Ov2Q3,https://api.spotify.com/v1/audio-analysis/1FxSKhEkkiyJOQHe9Ov2Q3,290867.0,4.0,chill
"Hua Main (From ""ANIMAL"")",76,2024-01-23 02:55:38+00:00,2023,"['Raghav Chaitanya', 'Manoj Muntashir', 'Pritam']",0.371,0.664,5.0,-5.027,1.0,0.0318,0.566,2.54e-05,0.159,0.672,187.629,audio_features,54PRUdMOYzglMGnsg9kIta,spotify:track:54PRUdMOYzglMGnsg9kIta,https://api.spotify.com/v1/tracks/54PRUdMOYzglMGnsg9kIta,https://api.spotify.com/v1/audio-analysis/54PRUdMOYzglMGnsg9kIta,277021.0,3.0,chill
Jab Koi Baat - Recreated,68,2021-10-13 18:17:23+00:00,2018,"['Atif Aslam', 'Shirley Setia', 'Dj Chetas']",0.667,0.621,5.0,-5.697,1.0,0.0271,0.47,4.15e-05,0.13,0.451,106.032,audio_features,43GfQ1SC17rBWiHkOtdwK8,spotify:track:43GfQ1SC17rBWiHkOtdwK8,https://api.spotify.com/v1/tracks/43GfQ1SC17rBWiHkOtdwK8,https://api.spotify.com/v1/audio-analysis/43GfQ1SC17rBWiHkOtdwK8,192229.0,4.0,chill
Woh Lamhe Woh Baatein,68,2021-10-16 19:41:11+00:00,2005,['Atif Aslam'],0.465,0.822,8.0,-4.826,0.0,0.066,0.136,0.000442,0.0898,0.405,89.761,audio_features,5fwRhPXAvGgzUxW62ZCvEg,spotify:track:5fwRhPXAvGgzUxW62ZCvEg,https://api.spotify.com/v1/tracks/5fwRhPXAvGgzUxW62ZCvEg,https://api.spotify.com/v1/audio-analysis/5fwRhPXAvGgzUxW62ZCvEg,320040.0,4.0,chill
Samjhawan,64,2021-03-17 05:56:04+00:00,2014,"['Jawad Ahmad', 'Shaarib Toshi', 'Arijit Singh', 'Shreya Ghoshal']",0.65,0.482,4.0,-8.667,1.0,0.0281,0.293,0.0,0.0811,0.517,106.994,audio_features,4LO5DjN6Tp3UkUvgESuy2t,spotify:track:4LO5DjN6Tp3UkUvgESuy2t,https://api.spotify.com/v1/tracks/4LO5DjN6Tp3UkUvgESuy2t,https://api.spotify.com/v1/audio-analysis/4LO5DjN6Tp3UkUvgESuy2t,269185.0,4.0,chill
Maan Meri Jaan,77,2023-01-01 08:08:50+00:00,2022,['King'],0.698,0.505,6.0,-8.242,0.0,0.0356,0.354,0.0,0.0995,0.396,95.868,audio_features,1418IuVKQPTYqt7QNJ9RXN,spotify:track:1418IuVKQPTYqt7QNJ9RXN,https://api.spotify.com/v1/tracks/1418IuVKQPTYqt7QNJ9RXN,https://api.spotify.com/v1/audio-analysis/1418IuVKQPTYqt7QNJ9RXN,194654.0,4.0,chill
Rang Jo Lagyo,62,2023-11-26 19:18:27+00:00,2013,"['Atif Aslam', 'Shreya Ghoshal', 'Sachin-Jigar']",0.479,0.663,2.0,-6.314,1.0,0.0489,0.0987,0.0,0.216,0.379,158.107,audio_features,6q4GmJDbiZ7viOqLHP76cs,spotify:track:6q4GmJDbiZ7viOqLHP76cs,https://api.spotify.com/v1/tracks/6q4GmJDbiZ7viOqLHP76cs,https://api.spotify.com/v1/audio-analysis/6q4GmJDbiZ7viOqLHP76cs,296160.0,4.0,chill
Hona Tha Pyar,66,2023-02-25 06:37:12+00:00,2011,"['Atif Aslam', 'Hadiqa Kiani']",0.687,0.542,4.0,-8.689,1.0,0.0307,0.571,0.0307,0.118,0.782,102.994,audio_features,0KSOLEBixnBYIKNHF1VbzF,spotify:track:0KSOLEBixnBYIKNHF1VbzF,https://api.spotify.com/v1/tracks/0KSOLEBixnBYIKNHF1VbzF,https://api.spotify.com/v1/audio-analysis/0KSOLEBixnBYIKNHF1VbzF,221987.0,4.0,chill
