danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,song_emotion
0.693,0.778,-8.087,0.248,0.555,0,0.094,0.282,125.025,2
0.522,0.872,-8.847,0.0799,0.11,1.20E-05,0.0811,0.537,120.067,2
0.372,0.707,-9.093,0.0915,0.00128,0.357,0.307,0.146,133.79,2
0.538,0.859,-8.263,0.0759,0.246,0.0537,0.408,0.316,169.972,2
0.594,0.832,-4.044,0.0397,0.107,0.000373,0.419,0.474,89.977,2
0.666,0.745,-10.419,0.0573,0.166,0.0652,0.0671,0.214,106.032,2
0.49,0.644,-7.834,0.0319,0.038,0.221,0.0705,0.0763,125.01,2
0.717,0.92,-5.779,0.09,0.0365,0.000825,0.693,0.532,131.996,2
0.642,0.94,-5.274,0.102,0.15,0,0.0989,0.645,101.252,2
0.731,0.479,-12.977,0.0782,0.0663,0.00267,0.556,0.5,158.034,2
0.301,0.581,-7.324,0.0422,0.602,0,0.0757,0.235,132.051,4
0.371,0.668,-7.269,0.0497,0.636,2.00E-06,0.294,0.403,87.458,4
0.727,0.563,-10.422,0.127,0.023,3.17E-05,0.132,0.431,104.984,4
0.627,0.642,-7.636,0.0446,0.731,0,0.107,0.537,89.98,4
0.488,0.403,-7.005,0.0272,0.598,4.28E-06,0.434,0.497,131.489,4
0.223,0.359,-7.569,0.0312,0.845,0,0.133,0.193,73.059,4
0.567,0.577,-6.197,0.0264,0.628,0,0.132,0.217,101.991,4
0.558,0.506,-6.761,0.0236,0.704,3.05E-06,0.0896,0.358,90.001,4
0.556,0.592,-7.629,0.0372,0.545,5.04E-05,0.11,0.534,137.963,4
0.643,0.256,-9.758,0.0252,0.729,1.02E-06,0.0994,0.444,94.999,4
0.679,0.622,-8.514,0.0328,0.272,6.52E-05,0.106,0.483,98.028,4
0.465,0.587,-6.078,0.0337,0.00271,0,0.138,0.309,122.001,4
0.495,0.768,-5.7,0.0545,0.653,0,0.152,0.489,79.909,4
0.738,0.799,-6.663,0.0334,0.319,4.89E-06,0.31,0.794,123.011,4
0.58,0.846,-3.464,0.0523,0.592,0,0.113,0.774,89.952,4
0.535,0.388,-8.523,0.0285,0.653,0,0.0996,0.28,86.077,4
0.635,0.692,-7.603,0.0299,0.0502,0.00325,0.101,0.183,110.941,4
0.52,0.716,-6.582,0.051,0.612,0,0.11,0.593,122.977,4
0.656,0.65,-8.62,0.0373,0.667,8.40E-05,0.351,0.466,119.955,4
0.678,0.737,-4.143,0.0269,0.0362,0.00223,0.131,0.442,105.986,4
0.545,0.683,-6.19,0.0337,0.335,1.18E-06,0.0991,0.753,79.863,4
0.56,0.732,-5.881,0.0484,0.432,0,0.313,0.374,134.098,4
0.576,0.583,-7.764,0.0318,0.802,9.18E-05,0.127,0.433,123.993,4
0.536,0.5,-8.412,0.0327,0.25,0.00138,0.118,0.366,124.005,4
0.64,0.498,-8.241,0.0289,0.733,7.33E-06,0.136,0.207,113.895,4
0.532,0.529,-8.402,0.0352,0.334,0.000144,0.078,0.295,81.989,4
0.616,0.525,-7.065,0.0258,0.401,0.000484,0.309,0.427,79.976,4
0.334,0.387,-9.483,0.0332,0.755,3.94E-05,0.113,0.42,129.959,4
0.63,0.63,-7.525,0.0364,0.295,1.26E-05,0.0934,0.517,107.103,4
0.774,0.472,-7.586,0.0276,0.559,0.00282,0.207,0.529,106.026,4
0.702,0.86,-3.969,0.0346,0.36,1.33E-06,0.133,0.83,120.045,4
0.654,0.487,-6.988,0.0303,0.733,0,0.13,0.414,116.037,4
0.485,0.546,-8.21,0.0303,0.0735,3.05E-05,0.0444,0.406,149.938,4
0.832,0.859,-3.232,0.0565,0.129,9.36E-06,0.0611,0.945,119.972,4
0.341,0.478,-7.201,0.041,0.781,2.07E-05,0.147,0.276,199.435,4
0.615,0.538,-8.29,0.0285,0.309,0,0.124,0.598,130.091,4
0.552,0.479,-8.042,0.029,0.713,4.14E-05,0.125,0.282,136.009,4
0.615,0.6,-6.308,0.0337,0.649,0,0.0755,0.569,76.028,4
0.649,0.716,-8.846,0.0245,0.172,2.11E-06,0.171,0.808,111.656,4
0.557,0.327,-13.651,0.0273,0.844,0.000732,0.118,0.61,98.225,4
0.523,0.674,-4.832,0.0328,0.771,0,0.139,0.239,114.058,4
0.495,0.654,-6.639,0.0679,0.713,0,0.165,0.35,123.896,4
0.296,0.581,-5.945,0.0338,0.433,0,0.0577,0.231,147.935,4
0.447,0.6,-3.718,0.0332,0.324,0,0.0962,0.434,80.044,4
0.844,0.442,-16.54,0.0691,0.00882,0.000498,0.0879,0.436,105.986,4
0.685,0.773,-5.331,0.0308,0.548,0,0.203,0.541,119.986,4
0.515,0.519,-11.197,0.0397,0.323,0.000657,0.0566,0.582,89.499,4
0.633,0.41,-14.42,0.0835,0.156,0.0005,0.577,0.787,78.526,4
0.322,0.752,-3.457,0.0422,0.633,0,0.129,0.502,126.949,4
0.451,0.435,-8.615,0.0294,0.671,0.00204,0.107,0.305,141.108,4
0.416,0.565,-7.427,0.0417,0.73,1.03E-06,0.112,0.516,143.986,4
0.597,0.591,-4.062,0.0286,0.616,0,0.0762,0.35,83.99,4
0.77,0.485,-11.612,0.0463,0.166,0.000196,0.289,0.932,121.685,4
0.476,0.788,-4.821,0.0448,0.24,2.64E-05,0.106,0.747,90.066,4
0.574,0.58,-6.453,0.0282,0.384,0,0.0887,0.213,133.993,4
0.393,0.32,-8.648,0.0301,0.857,1.09E-05,0.0917,0.456,135.029,4
0.672,0.527,-7.944,0.0337,0.837,2.76E-06,0.119,0.5,111.948,4
0.727,0.714,-4.494,0.0872,0.0209,0,0.153,0.618,164.003,4
0.704,0.563,-4.739,0.0297,0.594,0,0.133,0.0739,94.037,4
0.575,0.895,-3.417,0.054,0.053,0.0014,0.104,0.649,102.02,4
0.552,0.769,-4.504,0.0465,0.497,0,0.112,0.702,86.957,4
0.668,0.395,-10.171,0.0374,0.784,0,0.111,0.568,123.923,4
0.528,0.37,-9.382,0.0249,0.823,0,0.139,0.345,90.92,4
0.512,0.695,-6.349,0.0271,0.0265,0.00815,0.146,0.351,145.957,4
0.655,0.473,-9.806,0.0267,0.842,0.0323,0.167,0.572,92.962,4
0.534,0.863,-4.616,0.0357,0.0152,0.0167,0.144,0.374,98.006,4
0.496,0.568,-7.968,0.0333,0.217,1.69E-05,0.094,0.236,88.918,4
0.646,0.8,-6.98,0.0424,0.014,0.000144,0.102,0.619,127.046,4
0.665,0.539,-7.213,0.0474,0.825,5.85E-06,0.121,0.368,110.101,4
0.722,0.609,-7.218,0.0473,0.0233,0.000247,0.113,0.807,154.967,4
0.384,0.607,-7.429,0.0433,0.713,0,0.158,0.707,78.186,4
0.241,0.318,-7.978,0.0373,0.672,0.000375,0.094,0.333,79.431,4
0.572,0.994,-2.685,0.0563,0.0812,0.000813,0.276,0.5,132.024,4
0.564,0.517,-7.827,0.0266,0.617,0,0.102,0.126,91.99,4
0.362,0.378,-11.008,0.0329,0.679,0,0.091,0.575,87.549,4
0.647,0.656,-8.632,0.0354,0.657,0.000163,0.343,0.453,119.965,4
0.526,0.416,-7.962,0.0276,0.652,0,0.146,0.271,86.038,4
0.594,0.757,-5.381,0.0504,0.606,0,0.251,0.597,127.894,4
0.393,0.609,-5.954,0.0415,0.0558,2.22E-06,0.107,0.347,71.377,4
0.778,0.906,-3.948,0.0452,0.0961,0,0.0943,0.943,122.016,4
0.59,0.555,-6.861,0.0271,0.481,0,0.192,0.191,84.027,4
0.822,0.687,-8.167,0.0421,0.0593,0,0.0609,0.816,106.47,4
0.64,0.357,-10.582,0.0321,0.433,1.37E-05,0.127,0.148,124.518,4
0.636,0.701,-6.825,0.0363,0.414,0,0.106,0.352,113.886,4
0.398,0.292,-12.256,0.041,0.898,1.49E-05,0.112,0.154,127.339,4
0.411,0.277,-8.844,0.0305,0.903,0,0.209,0.345,143.768,4
0.572,0.541,-6.45,0.0245,0.759,0,0.111,0.266,87.01,4
0.46,0.444,-6.217,0.123,0.714,2.65E-05,0.0881,0.7,74.977,4
0.633,0.558,-6.572,0.0275,0.0839,1.10E-06,0.0982,0.501,110.012,4
0.813,0.554,-9.105,0.04,0.0906,1.23E-06,0.0629,0.782,103.953,4
0.593,0.967,-5.767,0.0907,0.166,2.54E-05,0.105,0.452,131.988,4
0.535,0.754,-4.77,0.0562,0.458,1.60E-06,0.302,0.435,143.862,4
0.559,0.541,-5.525,0.0313,0.34,4.66E-06,0.102,0.309,83.978,4
0.594,0.376,-9.528,0.0272,0.611,3.02E-06,0.119,0.333,96.41,4
0.644,0.423,-8.702,0.0324,0.464,0,0.11,0.509,131.903,4
0.567,0.298,-11.243,0.0291,0.835,0.000804,0.117,0.217,129.733,4
0.308,0.585,-5.18,0.0428,0.45,0,0.319,0.345,171.843,4
0.443,0.447,-7.895,0.0356,0.768,0,0.2,0.215,127.395,4
0.358,0.252,-9.51,0.0346,0.604,0,0.0915,0.284,145.549,4
0.605,0.53,-6.346,0.0246,0.821,0,0.131,0.397,93.95,4
0.395,0.397,-7.556,0.0368,0.735,0,0.11,0.303,70.568,4
0.314,0.475,-12.38,0.0838,0.779,0.00539,0.34,0.312,78.992,4
0.444,0.479,-5.586,0.0436,0.454,0,0.095,0.315,89.892,4
0.649,0.716,-3.936,0.0384,0.268,4.51E-06,0.603,0.639,86.949,4
0.767,0.683,-10.096,0.0505,0.17,1.42E-06,0.0755,0.343,124.991,4
0.445,0.604,-9.517,0.0535,0.0802,0,0.101,0.268,84.48,4
0.657,0.581,-8.108,0.0298,0.699,1.82E-05,0.116,0.323,118.037,4
0.51,0.612,-7.629,0.0372,0.412,1.58E-05,0.156,0.193,150.041,4
0.319,0.552,-6.401,0.0307,0.719,0,0.144,0.221,93.991,4
0.745,0.607,-7.088,0.0297,0.0272,0,0.0977,0.964,115.94,4
0.483,0.468,-7.642,0.0341,0.784,0,0.152,0.319,135.875,4
0.695,0.727,-6.274,0.0323,0.0744,0.000175,0.533,0.864,118.034,4
0.716,0.64,-8.726,0.025,0.565,0.00139,0.127,0.485,105.012,4
0.672,0.558,-7.936,0.0297,0.0111,1.31E-05,0.124,0.236,109.999,4
0.688,0.299,-12.812,0.162,0.506,0.0609,0.126,0.299,75.047,4
0.497,0.485,-9.796,0.0339,0.873,0,0.164,0.353,148.106,4
0.48,0.615,-6.006,0.0328,0.547,0,0.139,0.33,79.948,4
0.503,0.452,-11.153,0.0294,0.753,0.047,0.107,0.246,170,4
0.486,0.382,-6.183,0.0286,0.613,8.56E-05,0.149,0.164,125.918,4
0.534,0.481,-9.016,0.0412,0.697,0,0.142,0.293,124.914,4
0.652,0.406,-11.093,0.196,0.351,0.0068,0.305,0.454,162.014,4
0.604,0.72,-7.276,0.0603,0.571,1.18E-05,0.12,0.528,130.995,4
0.705,0.412,-9.203,0.175,0.416,0,0.105,0.307,84.904,4
0.531,0.355,-9.407,0.0455,0.881,0,0.0679,0.443,115.31,4
0.558,0.497,-7.175,0.0256,0.0285,5.36E-06,0.0799,0.444,107.047,4
0.666,0.432,-13.871,0.0344,0.414,6.43E-06,0.104,0.434,120.005,4
0.659,0.665,-8.181,0.0266,0.456,0.000486,0.0898,0.692,93.012,4
0.545,0.472,-8.259,0.0311,0.294,0,0.0871,0.195,129.988,4
0.435,0.658,-5.949,0.0368,0.699,0,0.125,0.524,77.17,4
0.356,0.47,-8.929,0.0278,0.518,1.00E-05,0.0807,0.167,93.895,4
0.644,0.818,-5.924,0.0549,0.431,2.62E-05,0.0806,0.789,118.477,4
0.362,0.763,-8.514,0.0589,0.015,0.00481,0.237,0.431,187.291,4
0.576,0.336,-10.659,0.0254,0.847,0,0.127,0.357,98.007,4
0.476,0.124,-9.463,0.0443,0.927,0,0.0972,0.19,94.299,4
0.483,0.494,-8.56,0.0326,0.715,0,0.109,0.414,179.976,4
0.762,0.717,-8.316,0.0372,0.315,1.87E-05,0.0914,0.958,109.996,4
0.55,0.356,-14.142,0.0405,0.637,0.187,0.32,0.343,159.911,4
0.544,0.307,-11.361,0.0334,0.791,0,0.11,0.335,177.808,4
0.6,0.294,-12.301,0.0292,0.871,8.66E-05,0.102,0.342,86.97,4
0.723,0.56,-8.324,0.035,0.645,7.42E-06,0.228,0.619,145.022,4
0.609,0.538,-7.842,0.0273,0.328,0,0.125,0.608,130.015,3
0.586,0.562,-7.399,0.0267,0.803,5.52E-06,0.063,0.436,93.982,3
0.273,0.405,-5.81,0.0298,0.735,0,0.189,0.534,89.48,3
0.413,0.406,-10.23,0.0353,0.768,2.22E-06,0.107,0.281,76.944,3
0.496,0.232,-12.643,0.0323,0.312,0,0.0588,0.426,84.966,3
0.763,0.587,-8.299,0.0381,0.358,6.03E-06,0.13,0.794,106.977,3
0.622,0.339,-13.01,0.0348,0.837,0.000479,0.0692,0.347,98.007,3
0.525,0.373,-12.467,0.0322,0.536,0.00123,0.366,0.148,99.825,3
0.736,0.697,-7.672,0.0416,0.115,1.47E-05,0.149,0.386,104.974,3
0.616,0.669,-6.836,0.0349,0.562,0,0.177,0.475,116.973,3
0.562,0.519,-8.744,0.0326,0.557,0.000268,0.172,0.415,122.925,3
0.527,0.376,-9.974,0.0298,0.682,0,0.142,0.24,151.928,3
0.575,0.845,-5.28,0.0852,0.393,0.0107,0.131,0.439,95.047,3
0.371,0.664,-5.027,0.0318,0.566,2.54E-05,0.159,0.672,187.629,3
0.636,0.701,-6.825,0.0363,0.414,0,0.106,0.352,113.886,3
0.488,0.57,-5.602,0.0775,0.251,0,0.107,0.668,169.702,3
0.637,0.591,-6.117,0.0342,0.504,3.29E-06,0.135,0.48,119.956,3
0.607,0.713,-5.105,0.03,0.56,4.98E-05,0.101,0.611,124.868,3
0.511,0.767,-5.699,0.0524,0.651,0,0.153,0.463,79.923,3
0.616,0.525,-7.065,0.0258,0.401,0.000484,0.309,0.427,79.976,3
0.385,0.464,-6.975,0.0404,0.452,0,0.109,0.15,137.839,3
0.619,0.429,-7.867,0.028,0.738,1.35E-05,0.136,0.545,90.058,3
0.679,0.591,-6.087,0.0391,0.125,3.36E-06,0.0815,0.495,120.004,3
0.739,0.716,-4.964,0.037,0.232,0,0.33,0.871,113.943,3
0.325,0.421,-8.636,0.0566,0.661,4.83E-06,0.0825,0.203,170.376,3
0.512,0.695,-6.349,0.0271,0.0265,0.00815,0.146,0.351,145.957,3
0.567,0.54,-5.754,0.0406,0.736,3.17E-05,0.164,0.331,92.027,3
0.635,0.472,-11.529,0.0539,0.139,0.695,0.119,0.232,170.001,3
0.559,0.696,-5.583,0.0472,0.536,0,0.325,0.391,128.855,3
0.371,0.664,-5.027,0.0318,0.566,2.54E-05,0.159,0.672,187.629,3
0.667,0.621,-5.697,0.0271,0.47,4.15E-05,0.13,0.451,106.032,3
0.465,0.822,-4.826,0.066,0.136,0.000442,0.0898,0.405,89.761,3
0.65,0.482,-8.667,0.0281,0.293,0,0.0811,0.517,106.994,3
0.698,0.505,-8.242,0.0356,0.354,0,0.0995,0.396,95.868,3
0.479,0.663,-6.314,0.0489,0.0987,0,0.216,0.379,158.107,3
0.687,0.542,-8.689,0.0307,0.571,0.0307,0.118,0.782,102.994,3
0.656,0.721,-5.064,0.0364,0.277,0.000139,0.188,0.883,83.95,3
0.572,0.736,-7.768,0.0658,0.643,0,0.128,0.778,85.035,3
0.308,0.585,-5.18,0.0428,0.45,0,0.319,0.345,171.843,3
0.626,0.522,-5.857,0.0317,0.686,0,0.41,0.628,118.001,3
0.517,0.716,-6.582,0.0509,0.611,0,0.11,0.594,122.952,3
0.647,0.792,-9.815,0.0373,0.00536,5.82E-05,0.054,0.306,132.032,3
0.473,0.562,-8.624,0.0451,0.65,0.000117,0.12,0.316,74.653,3
0.728,0.494,-9.628,0.0256,0.516,0.00384,0.0759,0.558,105.007,3
0.54,0.774,-7.873,0.0444,0.0524,0,0.142,0.384,191.809,3
0.51,0.34,-14.555,0.502,0.859,5.56E-05,0.107,0.343,179.52,3
0.727,0.9,-4.529,0.0452,0.0805,0.0464,0.154,0.505,131.97,3
0.541,0.512,-10.203,0.0291,0.74,0.000528,0.162,0.203,120.036,3
0.453,0.305,-7.578,0.0293,0.881,0,0.133,0.543,79,3
0.738,0.798,-6.663,0.0334,0.32,5.15E-06,0.31,0.793,123.01,3
0.524,0.758,-9.28,0.0538,0.27,0.13,0.106,0.319,140.012,3
0.679,0.622,-8.514,0.0328,0.272,6.52E-05,0.106,0.483,98.028,3
0.383,0.57,-9.26,0.04,0.764,0,0.082,0.713,90.057,3
0.78,0.744,-4.773,0.0298,0.161,0.0011,0.201,0.925,116.978,3
0.821,0.823,-5.455,0.1,0.235,0,0.207,0.479,107.953,3
0.762,0.717,-8.316,0.0372,0.315,1.87E-05,0.0914,0.958,109.996,3
0.271,0.726,-6.504,0.0527,0.586,0,0.353,0.532,87.425,3
0.694,0.484,-7.037,0.0343,0.468,0,0.107,0.214,122.897,3
0.556,0.552,-5.875,0.0373,0.531,0,0.121,0.531,100.051,3
0.679,0.748,-5.487,0.054,0.111,0,0.183,0.406,118.945,3
0.677,0.318,-9.196,0.028,0.775,0,0.118,0.585,104.983,3
0.577,0.379,-13.235,0.0374,0.909,0.000586,0.0986,0.26,139.585,3
0.582,0.418,-8.701,0.0288,0.794,0,0.109,0.243,112.909,3
0.589,0.522,-10.649,0.0391,0.642,2.74E-05,0.0992,0.31,109.094,3
0.468,0.91,-3.057,0.051,0.12,0.000304,0.271,0.694,163.842,3
0.792,0.63,-6.741,0.0682,0.102,0,0.0758,0.659,100.022,3
0.611,0.566,-5.861,0.0388,0.507,0,0.0971,0.312,82.984,3
0.659,0.774,-7.014,0.0372,0.606,0.000333,0.185,0.883,82.995,3
0.593,0.967,-5.767,0.0907,0.166,2.54E-05,0.105,0.452,131.988,3
0.644,0.818,-5.924,0.0549,0.431,2.62E-05,0.0806,0.789,118.477,3
0.301,0.581,-7.324,0.0422,0.602,0,0.0757,0.235,132.051,3
0.606,0.483,-10.08,0.0253,0.705,8.31E-05,0.134,0.228,91.978,3
0.523,0.561,-6.474,0.0329,0.426,0,0.109,0.31,139.885,3
0.535,0.754,-4.77,0.0562,0.458,1.60E-06,0.302,0.435,143.862,3
0.59,0.555,-6.861,0.0271,0.481,0,0.192,0.191,84.027,3
0.622,0.779,-5.799,0.037,0.102,0.000934,0.145,0.761,100.013,3
0.702,0.86,-3.969,0.0345,0.361,1.33E-06,0.133,0.829,120.042,3
0.585,0.687,-4.553,0.0724,0.551,6.70E-06,0.121,0.815,85.871,3
0.523,0.557,-7.799,0.0293,0.813,0.000581,0.0958,0.196,111.766,3
0.528,0.449,-6.25,0.025,0.785,0,0.122,0.317,94.058,3
0.476,0.788,-4.821,0.0446,0.237,2.49E-05,0.106,0.746,90.066,3
0.56,0.768,-4.77,0.0655,0.494,0,0.0844,0.289,155.765,3
0.715,0.89,-5.438,0.051,0.00111,0.000837,0.0297,0.891,134.994,3
0.574,0.841,-4.449,0.0948,0.399,1.00E-06,0.205,0.927,83.706,3
0.72,0.63,-5.549,0.0413,0.615,0,0.108,0.512,81.009,3
0.652,0.681,-7.565,0.0379,0.503,8.20E-06,0.181,0.677,81.489,3
0.314,0.475,-12.38,0.0838,0.779,0.00539,0.34,0.312,78.992,3
0.605,0.53,-6.346,0.0246,0.821,0,0.131,0.397,93.95,3
0.606,0.601,-5.576,0.0283,0.796,0.000511,0.127,0.453,125.961,3
0.576,0.72,-3.842,0.0409,0.438,0,0.0814,0.6,140.031,3
0.717,0.64,-8.726,0.025,0.565,0.00139,0.127,0.485,105.021,3
0.534,0.481,-9.016,0.0412,0.697,0,0.142,0.293,124.914,3
0.481,0.496,-7.421,0.0262,0.588,0,0.132,0.453,89.839,3
0.79,0.848,-7.798,0.0508,0.364,0.00147,0.148,0.641,127.034,3
0.688,0.701,-7.505,0.0298,0.06,0.0301,0.271,0.385,110.019,3
0.727,0.458,-9.088,0.0406,0.22,0.021,0.129,0.399,124.968,3
0.719,0.835,-7.391,0.0426,0.0902,0.00431,0.331,0.961,139.985,3
0.486,0.494,-8.56,0.0324,0.715,0,0.109,0.414,179.975,3
0.595,0.739,-6.733,0.0359,0.0716,6.98E-06,0.134,0.722,87.834,3
0.622,0.758,-6.641,0.11,0.153,0,0.0622,0.436,90.951,3
0.703,0.695,-5.518,0.118,0.654,0,0.103,0.683,92.003,3
0.432,0.695,-8.022,0.111,0.732,0.0014,0.274,0.513,116.153,3
0.662,0.4,-11.2,0.0548,0.735,1.65E-05,0.0863,0.617,79.972,3
0.545,0.472,-8.259,0.0311,0.294,0,0.0871,0.195,129.988,3
0.575,0.654,-8.248,0.0393,0.487,0,0.127,0.443,135.014,3
0.302,0.493,-5.038,0.0451,0.455,0,0.134,0.457,88.904,3
0.556,0.706,-5.709,0.0336,0.335,1.80E-06,0.137,0.726,80.008,3
0.722,0.288,-10.767,0.0444,0.827,1.06E-05,0.12,0.502,119.899,3
0.517,0.565,-10.184,0.0441,0.721,0.00689,0.0997,0.69,169.952,3
0.567,0.298,-11.243,0.0291,0.835,0.000804,0.117,0.217,129.733,3
0.512,0.752,-4.857,0.0534,0.305,0,0.708,0.428,127.965,3
0.565,0.527,-5.035,0.0252,0.148,2.30E-06,0.103,0.231,91.989,3
0.56,0.604,-8.732,0.0866,0.315,1.12E-06,0.176,0.75,84.784,3
0.528,0.615,-7.118,0.0372,0.491,0.000111,0.104,0.225,123.988,3
0.679,0.537,-7.843,0.0322,0.844,3.34E-06,0.108,0.481,111.979,3
0.468,0.854,-3.932,0.059,0.176,0,0.126,0.277,155.867,3
0.299,0.447,-7.862,0.0383,0.858,0.000314,0.097,0.321,121.723,3
0.647,0.656,-8.632,0.0354,0.657,0.000163,0.343,0.453,119.965,3
0.505,0.667,-5.797,0.0323,0.597,0,0.213,0.516,151.728,3
0.644,0.423,-8.702,0.0324,0.464,0,0.11,0.509,131.903,3
0.623,0.595,-6.342,0.0331,0.361,0.000136,0.353,0.418,78.029,3
0.594,0.548,-7.588,0.0267,0.611,0.00146,0.117,0.374,98.014,3
0.338,0.459,-8.827,0.027,0.533,1.33E-05,0.22,0.32,81.203,3
0.543,0.639,-8.36,0.0376,0.493,0.000111,0.119,0.583,153.966,3
0.566,0.541,-5.525,0.0306,0.341,4.45E-06,0.102,0.31,83.939,3
0.483,0.468,-7.642,0.0341,0.784,0,0.152,0.319,135.875,3
0.778,0.599,-4.758,0.032,0.0705,0,0.59,0.949,116.951,3
0.799,0.784,-5.207,0.0519,0.11,2.84E-06,0.227,0.26,96.953,3
0.786,0.667,-8.272,0.054,0.0112,0.053,0.074,0.688,102.046,3
0.595,0.817,-6.187,0.0474,0.000712,0.0386,0.142,0.483,144.961,3
0.663,0.412,-8.195,0.364,0.00434,0.019,0.215,0.356,98.023,3
0.296,0.581,-5.945,0.0338,0.433,0,0.0577,0.231,147.935,3
0.7,0.343,-10.474,0.0308,0.767,0,0.0789,0.488,137.864,3
0.634,0.378,-8.367,0.0295,0.566,0,0.0919,0.527,123.949,3
0.565,0.744,-5.817,0.0446,0.403,0,0.0853,0.415,134.068,3
0.376,0.643,-5.713,0.0411,0.558,0,0.217,0.646,136.224,3
0.576,0.591,-7.725,0.0332,0.795,6.85E-05,0.266,0.478,124.013,3
0.405,0.665,-5.498,0.0328,0.614,0,0.525,0.404,81.921,3
0.701,0.638,-3.711,0.302,0.492,0,0.153,0.813,177.867,3
0.585,0.698,-6.261,0.0392,0.42,3.59E-06,0.363,0.621,139.831,3
0.6,0.979,-3.513,0.243,0.138,0,0.1,0.453,137.06,3
0.855,0.553,-6.52,0.0331,0.19,5.19E-06,0.0942,0.874,124.922,3
0.701,0.681,-6.442,0.0466,0.134,0,0.064,0.81,122.539,3
0.77,0.84,-4.022,0.107,0.515,0.00452,0.145,0.192,96.012,3
0.791,0.558,-7.155,0.0661,0.276,0,0.0859,0.872,95.077,3
0.778,0.812,-8.561,0.046,0.0573,8.28E-06,0.243,0.791,99.962,3
0.604,0.72,-7.276,0.0603,0.571,1.18E-05,0.12,0.528,130.995,3
0.507,0.741,-7.456,0.0535,0.414,3.95E-06,0.107,0.492,132.903,3
0.503,0.381,-9.31,0.0283,0.722,1.15E-05,0.154,0.263,80.658,3
0.599,0.653,-7.576,0.122,0.362,0,0.144,0.678,79.968,3
0.494,0.899,-5.081,0.165,0.599,3.43E-05,0.111,0.559,79.895,3
0.654,0.671,-6.026,0.0807,0.359,7.49E-06,0.0656,0.76,90.063,3
0.467,0.791,-4.678,0.0948,0.168,0,0.253,0.695,83.354,3
0.586,0.833,-3.046,0.069,0.469,0,0.312,0.593,87.892,3
0.776,0.795,-5.454,0.0485,0.121,0,0.138,0.569,117.989,3
0.729,0.396,-8.98,0.0359,0.796,0,0.104,0.886,97.281,3
0.46,0.444,-6.217,0.123,0.714,2.65E-05,0.0881,0.7,74.977,3
0.272,0.195,-9.788,0.031,0.947,7.75E-06,0.0862,0.233,89.646,3
0.724,0.618,-9.007,0.0534,0.0533,0.704,0.0886,0.0683,100.021,3
0.786,0.677,-8.624,0.183,0.172,0.000104,0.0446,0.858,94.985,3
0.475,0.124,-9.463,0.0444,0.926,0,0.0972,0.19,94.42,3
0.62,0.111,-14.142,0.0355,0.896,0.00135,0.113,0.477,127.96,3
0.634,0.344,-11.011,0.0288,0.741,6.09E-05,0.111,0.409,128,3
0.565,0.657,-9.84,0.0545,0.229,0,0.214,0.604,93.034,3
0.577,0.574,-6.525,0.0278,0.572,0,0.1,0.436,94.009,3
0.556,0.202,-16.397,0.0324,0.915,0.0381,0.112,0.2,145.017,3
0.717,0.471,-7.971,0.0348,0.792,1.24E-06,0.327,0.426,110.026,3
0.656,0.762,-6.328,0.0315,0.549,0,0.139,0.558,110.002,3
0.575,0.541,-6.45,0.0237,0.759,0,0.111,0.27,87.022,3
0.657,0.581,-8.108,0.0298,0.699,1.82E-05,0.116,0.323,118.037,3
0.578,0.798,-6.01,0.0699,0.58,0,0.111,0.728,91.96,3
0.626,0.695,-4.446,0.0319,0.396,0,0.308,0.469,115.051,3
0.464,0.481,-6.391,0.033,0.787,1.09E-06,0.127,0.263,199.765,3
0.539,0.729,-7.588,0.0412,0.627,0.000941,0.128,0.435,112.074,3
0.213,0.506,-6.56,0.0367,0.654,0.00392,0.617,0.16,156.48,3
0.515,0.707,-5.467,0.0426,0.0357,0,0.134,0.304,143.752,3
0.499,0.683,-6.373,0.0334,0.703,0.00161,0.0749,0.295,134.95,3
0.394,0.641,-6.493,0.0312,0.276,0,0.0958,0.335,81.932,3
0.72,0.621,-9.773,0.0491,0.676,0,0.0679,0.566,114.987,3
0.48,0.615,-6.006,0.0328,0.547,0,0.139,0.33,79.948,3
0.717,0.416,-9.875,0.0303,0.635,1.43E-06,0.0976,0.381,100.026,3
0.495,0.654,-6.639,0.0679,0.713,0,0.165,0.35,123.896,3
0.711,0.295,-12.377,0.0334,0.534,4.51E-05,0.0782,0.694,135.041,3
0.751,0.669,-6.532,0.0359,0.342,1.31E-05,0.0822,0.359,119.014,3
0.588,0.23,-20.647,0.0423,0.643,2.66E-05,0.164,0.286,135.978,3
0.806,0.387,-9.13,0.0451,0.472,0,0.173,0.498,124.957,3
0.324,0.539,-8.076,0.038,0.713,3.15E-05,0.118,0.486,120.526,3
0.705,0.422,-7.375,0.0299,0.793,0,0.0895,0.482,117.948,3
0.645,0.517,-6.708,0.0273,0.522,3.27E-06,0.0905,0.259,106.906,3
0.299,0.359,-7.567,0.0297,0.844,0,0.132,0.205,103.842,3
0.711,0.346,-10.162,0.0291,0.766,0,0.212,0.771,91.993,3
0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.154,0.649,115.997,3
0.557,0.599,-6.309,0.0447,0.556,1.22E-06,0.103,0.392,149.785,3
0.772,0.767,-4.792,0.0381,0.138,0,0.557,0.866,122.024,3
